Data_Pedido,Ano,Trimestre,Mes,Mes_Nome,Semana_Ano,Dia_Semana
2015-01-03,2015,1,1,January,1,Saturday
2015-01-04,2015,1,1,January,1,Sunday
2015-01-05,2015,1,1,January,2,Monday
2015-01-06,2015,1,1,January,2,Tuesday
2015-01-07,2015,1,1,January,2,Wednesday
2015-01-09,2015,1,1,January,2,Friday
2015-01-10,2015,1,1,January,2,Saturday
2015-01-11,2015,1,1,January,2,Sunday
2015-01-13,2015,1,1,January,3,Tuesday
2015-01-14,2015,1,1,January,3,Wednesday
2015-01-15,2015,1,1,January,3,Thursday
2015-01-16,2015,1,1,January,3,Friday
2015-01-18,2015,1,1,January,3,Sunday
2015-01-19,2015,1,1,January,4,Monday
2015-01-20,2015,1,1,January,4,Tuesday
2015-01-23,2015,1,1,January,4,Friday
2015-01-26,2015,1,1,January,5,Monday
2015-01-27,2015,1,1,January,5,Tuesday
2015-01-28,2015,1,1,January,5,Wednesday
2015-01-30,2015,1,1,January,5,Friday
2015-01-31,2015,1,1,January,5,Saturday
2015-02-01,2015,1,2,February,5,Sunday
2015-02-02,2015,1,2,February,6,Monday
2015-02-03,2015,1,2,February,6,Tuesday
2015-02-04,2015,1,2,February,6,Wednesday
2015-02-06,2015,1,2,February,6,Friday
2015-02-07,2015,1,2,February,6,Saturday
2015-02-08,2015,1,2,February,6,Sunday
2015-02-11,2015,1,2,February,7,Wednesday
2015-02-12,2015,1,2,February,7,Thursday
2015-02-14,2015,1,2,February,7,Saturday
2015-02-15,2015,1,2,February,7,Sunday
2015-02-16,2015,1,2,February,8,Monday
2015-02-17,2015,1,2,February,8,Tuesday
2015-02-18,2015,1,2,February,8,Wednesday
2015-02-20,2015,1,2,February,8,Friday
2015-02-21,2015,1,2,February,8,Saturday
2015-02-22,2015,1,2,February,8,Sunday
2015-02-23,2015,1,2,February,9,Monday
2015-02-24,2015,1,2,February,9,Tuesday
2015-02-27,2015,1,2,February,9,Friday
2015-03-01,2015,1,3,March,9,Sunday
2015-03-02,2015,1,3,March,10,Monday
2015-03-03,2015,1,3,March,10,Tuesday
2015-03-04,2015,1,3,March,10,Wednesday
2015-03-05,2015,1,3,March,10,Thursday
2015-03-07,2015,1,3,March,10,Saturday
2015-03-10,2015,1,3,March,11,Tuesday
2015-03-11,2015,1,3,March,11,Wednesday
2015-03-14,2015,1,3,March,11,Saturday
2015-03-15,2015,1,3,March,11,Sunday
2015-03-16,2015,1,3,March,12,Monday
2015-03-17,2015,1,3,March,12,Tuesday
2015-03-18,2015,1,3,March,12,Wednesday
2015-03-19,2015,1,3,March,12,Thursday
2015-03-21,2015,1,3,March,12,Saturday
2015-03-22,2015,1,3,March,12,Sunday
2015-03-23,2015,1,3,March,13,Monday
2015-03-24,2015,1,3,March,13,Tuesday
2015-03-25,2015,1,3,March,13,Wednesday
2015-03-26,2015,1,3,March,13,Thursday
2015-03-28,2015,1,3,March,13,Saturday
2015-03-29,2015,1,3,March,13,Sunday
2015-03-30,2015,1,3,March,14,Monday
2015-03-31,2015,1,3,March,14,Tuesday
2015-04-01,2015,2,4,April,14,Wednesday
2015-04-02,2015,2,4,April,14,Thursday
2015-04-04,2015,2,4,April,14,Saturday
2015-04-05,2015,2,4,April,14,Sunday
2015-04-06,2015,2,4,April,15,Monday
2015-04-07,2015,2,4,April,15,Tuesday
2015-04-08,2015,2,4,April,15,Wednesday
2015-04-11,2015,2,4,April,15,Saturday
2015-04-12,2015,2,4,April,15,Sunday
2015-04-13,2015,2,4,April,16,Monday
2015-04-15,2015,2,4,April,16,Wednesday
2015-04-16,2015,2,4,April,16,Thursday
2015-04-18,2015,2,4,April,16,Saturday
2015-04-19,2015,2,4,April,16,Sunday
2015-04-20,2015,2,4,April,17,Monday
2015-04-21,2015,2,4,April,17,Tuesday
2015-04-22,2015,2,4,April,17,Wednesday
2015-04-23,2015,2,4,April,17,Thursday
2015-04-25,2015,2,4,April,17,Saturday
2015-04-26,2015,2,4,April,17,Sunday
2015-04-28,2015,2,4,April,18,Tuesday
2015-04-29,2015,2,4,April,18,Wednesday
2015-04-30,2015,2,4,April,18,Thursday
2015-05-02,2015,2,5,May,18,Saturday
2015-05-03,2015,2,5,May,18,Sunday
2015-05-04,2015,2,5,May,19,Monday
2015-05-05,2015,2,5,May,19,Tuesday
2015-05-06,2015,2,5,May,19,Wednesday
2015-05-07,2015,2,5,May,19,Thursday
2015-05-08,2015,2,5,May,19,Friday
2015-05-09,2015,2,5,May,19,Saturday
2015-05-10,2015,2,5,May,19,Sunday
2015-05-11,2015,2,5,May,20,Monday
2015-05-12,2015,2,5,May,20,Tuesday
2015-05-13,2015,2,5,May,20,Wednesday
2015-05-14,2015,2,5,May,20,Thursday
2015-05-16,2015,2,5,May,20,Saturday
2015-05-17,2015,2,5,May,20,Sunday
2015-05-18,2015,2,5,May,21,Monday
2015-05-19,2015,2,5,May,21,Tuesday
2015-05-20,2015,2,5,May,21,Wednesday
2015-05-21,2015,2,5,May,21,Thursday
2015-05-22,2015,2,5,May,21,Friday
2015-05-23,2015,2,5,May,21,Saturday
2015-05-24,2015,2,5,May,21,Sunday
2015-05-25,2015,2,5,May,22,Monday
2015-05-26,2015,2,5,May,22,Tuesday
2015-05-27,2015,2,5,May,22,Wednesday
2015-05-28,2015,2,5,May,22,Thursday
2015-05-30,2015,2,5,May,22,Saturday
2015-05-31,2015,2,5,May,22,Sunday
2015-06-01,2015,2,6,June,23,Monday
2015-06-02,2015,2,6,June,23,Tuesday
2015-06-03,2015,2,6,June,23,Wednesday
2015-06-04,2015,2,6,June,23,Thursday
2015-06-06,2015,2,6,June,23,Saturday
2015-06-07,2015,2,6,June,23,Sunday
2015-06-08,2015,2,6,June,24,Monday
2015-06-09,2015,2,6,June,24,Tuesday
2015-06-10,2015,2,6,June,24,Wednesday
2015-06-13,2015,2,6,June,24,Saturday
2015-06-14,2015,2,6,June,24,Sunday
2015-06-15,2015,2,6,June,25,Monday
2015-06-16,2015,2,6,June,25,Tuesday
2015-06-17,2015,2,6,June,25,Wednesday
2015-06-20,2015,2,6,June,25,Saturday
2015-06-21,2015,2,6,June,25,Sunday
2015-06-22,2015,2,6,June,26,Monday
2015-06-23,2015,2,6,June,26,Tuesday
2015-06-24,2015,2,6,June,26,Wednesday
2015-06-25,2015,2,6,June,26,Thursday
2015-06-27,2015,2,6,June,26,Saturday
2015-06-28,2015,2,6,June,26,Sunday
2015-06-29,2015,2,6,June,27,Monday
2015-06-30,2015,2,6,June,27,Tuesday
2015-07-01,2015,3,7,July,27,Wednesday
2015-07-02,2015,3,7,July,27,Thursday
2015-07-04,2015,3,7,July,27,Saturday
2015-07-05,2015,3,7,July,27,Sunday
2015-07-06,2015,3,7,July,28,Monday
2015-07-07,2015,3,7,July,28,Tuesday
2015-07-08,2015,3,7,July,28,Wednesday
2015-07-09,2015,3,7,July,28,Thursday
2015-07-11,2015,3,7,July,28,Saturday
2015-07-12,2015,3,7,July,28,Sunday
2015-07-13,2015,3,7,July,29,Monday
2015-07-14,2015,3,7,July,29,Tuesday
2015-07-15,2015,3,7,July,29,Wednesday
2015-07-18,2015,3,7,July,29,Saturday
2015-07-19,2015,3,7,July,29,Sunday
2015-07-20,2015,3,7,July,30,Monday
2015-07-21,2015,3,7,July,30,Tuesday
2015-07-22,2015,3,7,July,30,Wednesday
2015-07-23,2015,3,7,July,30,Thursday
2015-07-25,2015,3,7,July,30,Saturday
2015-07-26,2015,3,7,July,30,Sunday
2015-07-27,2015,3,7,July,31,Monday
2015-07-28,2015,3,7,July,31,Tuesday
2015-07-30,2015,3,7,July,31,Thursday
2015-08-01,2015,3,8,August,31,Saturday
2015-08-02,2015,3,8,August,31,Sunday
2015-08-03,2015,3,8,August,32,Monday
2015-08-04,2015,3,8,August,32,Tuesday
2015-08-05,2015,3,8,August,32,Wednesday
2015-08-06,2015,3,8,August,32,Thursday
2015-08-08,2015,3,8,August,32,Saturday
2015-08-09,2015,3,8,August,32,Sunday
2015-08-11,2015,3,8,August,33,Tuesday
2015-08-12,2015,3,8,August,33,Wednesday
2015-08-15,2015,3,8,August,33,Saturday
2015-08-16,2015,3,8,August,33,Sunday
2015-08-17,2015,3,8,August,34,Monday
2015-08-19,2015,3,8,August,34,Wednesday
2015-08-20,2015,3,8,August,34,Thursday
2015-08-22,2015,3,8,August,34,Saturday
2015-08-23,2015,3,8,August,34,Sunday
2015-08-24,2015,3,8,August,35,Monday
2015-08-25,2015,3,8,August,35,Tuesday
2015-08-26,2015,3,8,August,35,Wednesday
2015-08-27,2015,3,8,August,35,Thursday
2015-08-29,2015,3,8,August,35,Saturday
2015-08-30,2015,3,8,August,35,Sunday
2015-08-31,2015,3,8,August,36,Monday
2015-09-01,2015,3,9,September,36,Tuesday
2015-09-02,2015,3,9,September,36,Wednesday
2015-09-03,2015,3,9,September,36,Thursday
2015-09-05,2015,3,9,September,36,Saturday
2015-09-06,2015,3,9,September,36,Sunday
2015-09-07,2015,3,9,September,37,Monday
2015-09-08,2015,3,9,September,37,Tuesday
2015-09-09,2015,3,9,September,37,Wednesday
2015-09-10,2015,3,9,September,37,Thursday
2015-09-11,2015,3,9,September,37,Friday
2015-09-12,2015,3,9,September,37,Saturday
2015-09-13,2015,3,9,September,37,Sunday
2015-09-14,2015,3,9,September,38,Monday
2015-09-15,2015,3,9,September,38,Tuesday
2015-09-16,2015,3,9,September,38,Wednesday
2015-09-17,2015,3,9,September,38,Thursday
2015-09-19,2015,3,9,September,38,Saturday
2015-09-20,2015,3,9,September,38,Sunday
2015-09-21,2015,3,9,September,39,Monday
2015-09-22,2015,3,9,September,39,Tuesday
2015-09-23,2015,3,9,September,39,Wednesday
2015-09-24,2015,3,9,September,39,Thursday
2015-09-25,2015,3,9,September,39,Friday
2015-09-26,2015,3,9,September,39,Saturday
2015-09-27,2015,3,9,September,39,Sunday
2015-09-28,2015,3,9,September,40,Monday
2015-09-29,2015,3,9,September,40,Tuesday
2015-09-30,2015,3,9,September,40,Wednesday
2015-10-01,2015,4,10,October,40,Thursday
2015-10-02,2015,4,10,October,40,Friday
2015-10-03,2015,4,10,October,40,Saturday
2015-10-04,2015,4,10,October,40,Sunday
2015-10-05,2015,4,10,October,41,Monday
2015-10-06,2015,4,10,October,41,Tuesday
2015-10-07,2015,4,10,October,41,Wednesday
2015-10-08,2015,4,10,October,41,Thursday
2015-10-09,2015,4,10,October,41,Friday
2015-10-10,2015,4,10,October,41,Saturday
2015-10-11,2015,4,10,October,41,Sunday
2015-10-12,2015,4,10,October,42,Monday
2015-10-13,2015,4,10,October,42,Tuesday
2015-10-14,2015,4,10,October,42,Wednesday
2015-10-15,2015,4,10,October,42,Thursday
2015-10-16,2015,4,10,October,42,Friday
2015-10-17,2015,4,10,October,42,Saturday
2015-10-18,2015,4,10,October,42,Sunday
2015-10-19,2015,4,10,October,43,Monday
2015-10-20,2015,4,10,October,43,Tuesday
2015-10-21,2015,4,10,October,43,Wednesday
2015-10-22,2015,4,10,October,43,Thursday
2015-10-24,2015,4,10,October,43,Saturday
2015-10-25,2015,4,10,October,43,Sunday
2015-10-26,2015,4,10,October,44,Monday
2015-10-27,2015,4,10,October,44,Tuesday
2015-10-28,2015,4,10,October,44,Wednesday
2015-10-29,2015,4,10,October,44,Thursday
2015-10-31,2015,4,10,October,44,Saturday
2015-11-01,2015,4,11,November,44,Sunday
2015-11-02,2015,4,11,November,45,Monday
2015-11-03,2015,4,11,November,45,Tuesday
2015-11-04,2015,4,11,November,45,Wednesday
2015-11-05,2015,4,11,November,45,Thursday
2015-11-07,2015,4,11,November,45,Saturday
2015-11-08,2015,4,11,November,45,Sunday
2015-11-09,2015,4,11,November,46,Monday
2015-11-10,2015,4,11,November,46,Tuesday
2015-11-11,2015,4,11,November,46,Wednesday
2015-11-12,2015,4,11,November,46,Thursday
2015-11-14,2015,4,11,November,46,Saturday
2015-11-15,2015,4,11,November,46,Sunday
2015-11-16,2015,4,11,November,47,Monday
2015-11-17,2015,4,11,November,47,Tuesday
2015-11-18,2015,4,11,November,47,Wednesday
2015-11-19,2015,4,11,November,47,Thursday
2015-11-20,2015,4,11,November,47,Friday
2015-11-21,2015,4,11,November,47,Saturday
2015-11-22,2015,4,11,November,47,Sunday
2015-11-23,2015,4,11,November,48,Monday
2015-11-24,2015,4,11,November,48,Tuesday
2015-11-25,2015,4,11,November,48,Wednesday
2015-11-26,2015,4,11,November,48,Thursday
2015-11-27,2015,4,11,November,48,Friday
2015-11-28,2015,4,11,November,48,Saturday
2015-11-29,2015,4,11,November,48,Sunday
2015-11-30,2015,4,11,November,49,Monday
2015-12-01,2015,4,12,December,49,Tuesday
2015-12-02,2015,4,12,December,49,Wednesday
2015-12-03,2015,4,12,December,49,Thursday
2015-12-04,2015,4,12,December,49,Friday
2015-12-05,2015,4,12,December,49,Saturday
2015-12-06,2015,4,12,December,49,Sunday
2015-12-07,2015,4,12,December,50,Monday
2015-12-08,2015,4,12,December,50,Tuesday
2015-12-09,2015,4,12,December,50,Wednesday
2015-12-10,2015,4,12,December,50,Thursday
2015-12-12,2015,4,12,December,50,Saturday
2015-12-13,2015,4,12,December,50,Sunday
2015-12-14,2015,4,12,December,51,Monday
2015-12-15,2015,4,12,December,51,Tuesday
2015-12-16,2015,4,12,December,51,Wednesday
2015-12-17,2015,4,12,December,51,Thursday
2015-12-19,2015,4,12,December,51,Saturday
2015-12-20,2015,4,12,December,51,Sunday
2015-12-21,2015,4,12,December,52,Monday
2015-12-22,2015,4,12,December,52,Tuesday
2015-12-23,2015,4,12,December,52,Wednesday
2015-12-24,2015,4,12,December,52,Thursday
2015-12-26,2015,4,12,December,52,Saturday
2015-12-27,2015,4,12,December,52,Sunday
2015-12-28,2015,4,12,December,53,Monday
2015-12-29,2015,4,12,December,53,Tuesday
2015-12-30,2015,4,12,December,53,Wednesday
2015-12-31,2015,4,12,December,53,Thursday
2016-01-02,2016,1,1,January,53,Saturday
2016-01-03,2016,1,1,January,53,Sunday
2016-01-04,2016,1,1,January,1,Monday
2016-01-05,2016,1,1,January,1,Tuesday
2016-01-06,2016,1,1,January,1,Wednesday
2016-01-09,2016,1,1,January,1,Saturday
2016-01-10,2016,1,1,January,1,Sunday
2016-01-12,2016,1,1,January,2,Tuesday
2016-01-13,2016,1,1,January,2,Wednesday
2016-01-17,2016,1,1,January,2,Sunday
2016-01-19,2016,1,1,January,3,Tuesday
2016-01-23,2016,1,1,January,3,Saturday
2016-01-24,2016,1,1,January,3,Sunday
2016-01-26,2016,1,1,January,4,Tuesday
2016-01-27,2016,1,1,January,4,Wednesday
2016-01-28,2016,1,1,January,4,Thursday
2016-01-30,2016,1,1,January,4,Saturday
2016-01-31,2016,1,1,January,4,Sunday
2016-02-03,2016,1,2,February,5,Wednesday
2016-02-06,2016,1,2,February,5,Saturday
2016-02-07,2016,1,2,February,5,Sunday
2016-02-08,2016,1,2,February,6,Monday
2016-02-09,2016,1,2,February,6,Tuesday
2016-02-10,2016,1,2,February,6,Wednesday
2016-02-14,2016,1,2,February,6,Sunday
2016-02-15,2016,1,2,February,7,Monday
2016-02-16,2016,1,2,February,7,Tuesday
2016-02-18,2016,1,2,February,7,Thursday
2016-02-20,2016,1,2,February,7,Saturday
2016-02-21,2016,1,2,February,7,Sunday
2016-02-22,2016,1,2,February,8,Monday
2016-02-23,2016,1,2,February,8,Tuesday
2016-02-25,2016,1,2,February,8,Thursday
2016-02-27,2016,1,2,February,8,Saturday
2016-02-28,2016,1,2,February,8,Sunday
2016-03-01,2016,1,3,March,9,Tuesday
2016-03-02,2016,1,3,March,9,Wednesday
2016-03-05,2016,1,3,March,9,Saturday
2016-03-06,2016,1,3,March,9,Sunday
2016-03-07,2016,1,3,March,10,Monday
2016-03-08,2016,1,3,March,10,Tuesday
2016-03-09,2016,1,3,March,10,Wednesday
2016-03-10,2016,1,3,March,10,Thursday
2016-03-12,2016,1,3,March,10,Saturday
2016-03-13,2016,1,3,March,10,Sunday
2016-03-14,2016,1,3,March,11,Monday
2016-03-15,2016,1,3,March,11,Tuesday
2016-03-16,2016,1,3,March,11,Wednesday
2016-03-17,2016,1,3,March,11,Thursday
2016-03-19,2016,1,3,March,11,Saturday
2016-03-20,2016,1,3,March,11,Sunday
2016-03-21,2016,1,3,March,12,Monday
2016-03-22,2016,1,3,March,12,Tuesday
2016-03-23,2016,1,3,March,12,Wednesday
2016-03-24,2016,1,3,March,12,Thursday
2016-03-26,2016,1,3,March,12,Saturday
2016-03-27,2016,1,3,March,12,Sunday
2016-03-28,2016,1,3,March,13,Monday
2016-03-29,2016,1,3,March,13,Tuesday
2016-03-30,2016,1,3,March,13,Wednesday
2016-03-31,2016,1,3,March,13,Thursday
2016-04-02,2016,2,4,April,13,Saturday
2016-04-04,2016,2,4,April,14,Monday
2016-04-05,2016,2,4,April,14,Tuesday
2016-04-06,2016,2,4,April,14,Wednesday
2016-04-07,2016,2,4,April,14,Thursday
2016-04-09,2016,2,4,April,14,Saturday
2016-04-10,2016,2,4,April,14,Sunday
2016-04-11,2016,2,4,April,15,Monday
2016-04-13,2016,2,4,April,15,Wednesday
2016-04-14,2016,2,4,April,15,Thursday
2016-04-16,2016,2,4,April,15,Saturday
2016-04-17,2016,2,4,April,15,Sunday
2016-04-18,2016,2,4,April,16,Monday
2016-04-19,2016,2,4,April,16,Tuesday
2016-04-20,2016,2,4,April,16,Wednesday
2016-04-21,2016,2,4,April,16,Thursday
2016-04-22,2016,2,4,April,16,Friday
2016-04-24,2016,2,4,April,16,Sunday
2016-04-25,2016,2,4,April,17,Monday
2016-04-26,2016,2,4,April,17,Tuesday
2016-04-27,2016,2,4,April,17,Wednesday
2016-04-28,2016,2,4,April,17,Thursday
2016-04-29,2016,2,4,April,17,Friday
2016-04-30,2016,2,4,April,17,Saturday
2016-05-01,2016,2,5,May,17,Sunday
2016-05-02,2016,2,5,May,18,Monday
2016-05-03,2016,2,5,May,18,Tuesday
2016-05-04,2016,2,5,May,18,Wednesday
2016-05-07,2016,2,5,May,18,Saturday
2016-05-08,2016,2,5,May,18,Sunday
2016-05-10,2016,2,5,May,19,Tuesday
2016-05-11,2016,2,5,May,19,Wednesday
2016-05-12,2016,2,5,May,19,Thursday
2016-05-13,2016,2,5,May,19,Friday
2016-05-14,2016,2,5,May,19,Saturday
2016-05-15,2016,2,5,May,19,Sunday
2016-05-16,2016,2,5,May,20,Monday
2016-05-17,2016,2,5,May,20,Tuesday
2016-05-18,2016,2,5,May,20,Wednesday
2016-05-20,2016,2,5,May,20,Friday
2016-05-21,2016,2,5,May,20,Saturday
2016-05-22,2016,2,5,May,20,Sunday
2016-05-23,2016,2,5,May,21,Monday
2016-05-24,2016,2,5,May,21,Tuesday
2016-05-25,2016,2,5,May,21,Wednesday
2016-05-26,2016,2,5,May,21,Thursday
2016-05-28,2016,2,5,May,21,Saturday
