Data_Pedido,Ano,Trimestre,Mes,Mes_Nome,Semana_Ano,Dia_Semana
2017-09-29,2017,3,9,September,39,Friday
2017-09-30,2017,3,9,September,39,Saturday
2017-10-01,2017,4,10,October,39,Sunday
2017-10-02,2017,4,10,October,40,Monday
2017-10-03,2017,4,10,October,40,Tuesday
2017-10-04,2017,4,10,October,40,Wednesday
2017-10-06,2017,4,10,October,40,Friday
2017-10-07,2017,4,10,October,40,Saturday
2017-10-08,2017,4,10,October,40,Sunday
2017-10-09,2017,4,10,October,41,Monday
2017-10-10,2017,4,10,October,41,Tuesday
2017-10-13,2017,4,10,October,41,Friday
2017-10-14,2017,4,10,October,41,Saturday
2017-10-15,2017,4,10,October,41,Sunday
2017-10-16,2017,4,10,October,42,Monday
2017-10-17,2017,4,10,October,42,Tuesday
2017-10-18,2017,4,10,October,42,Wednesday
2017-10-20,2017,4,10,October,42,Friday
2017-10-21,2017,4,10,October,42,Saturday
2017-10-22,2017,4,10,October,42,Sunday
2017-10-23,2017,4,10,October,43,Monday
2017-10-24,2017,4,10,October,43,Tuesday
2017-10-25,2017,4,10,October,43,Wednesday
2017-10-27,2017,4,10,October,43,Friday
2017-10-28,2017,4,10,October,43,Saturday
2017-10-29,2017,4,10,October,43,Sunday
2017-10-30,2017,4,10,October,44,Monday
2017-10-31,2017,4,10,October,44,Tuesday
2017-11-01,2017,4,11,November,44,Wednesday
2017-11-03,2017,4,11,November,44,Friday
2017-11-04,2017,4,11,November,44,Saturday
2017-11-05,2017,4,11,November,44,Sunday
2017-11-06,2017,4,11,November,45,Monday
2017-11-07,2017,4,11,November,45,Tuesday
2017-11-08,2017,4,11,November,45,Wednesday
2017-11-09,2017,4,11,November,45,Thursday
2017-11-10,2017,4,11,November,45,Friday
2017-11-11,2017,4,11,November,45,Saturday
2017-11-12,2017,4,11,November,45,Sunday
2017-11-13,2017,4,11,November,46,Monday
2017-11-14,2017,4,11,November,46,Tuesday
2017-11-15,2017,4,11,November,46,Wednesday
2017-11-16,2017,4,11,November,46,Thursday
2017-11-17,2017,4,11,November,46,Friday
2017-11-18,2017,4,11,November,46,Saturday
2017-11-19,2017,4,11,November,46,Sunday
2017-11-20,2017,4,11,November,47,Monday
2017-11-21,2017,4,11,November,47,Tuesday
2017-11-22,2017,4,11,November,47,Wednesday
2017-11-23,2017,4,11,November,47,Thursday
2017-11-24,2017,4,11,November,47,Friday
2017-11-25,2017,4,11,November,47,Saturday
2017-11-26,2017,4,11,November,47,Sunday
2017-11-27,2017,4,11,November,48,Monday
2017-11-28,2017,4,11,November,48,Tuesday
2017-11-29,2017,4,11,November,48,Wednesday
2017-11-30,2017,4,11,November,48,Thursday
2017-12-01,2017,4,12,December,48,Friday
2017-12-02,2017,4,12,December,48,Saturday
2017-12-03,2017,4,12,December,48,Sunday
2017-12-04,2017,4,12,December,49,Monday
2017-12-05,2017,4,12,December,49,Tuesday
2017-12-06,2017,4,12,December,49,Wednesday
2017-12-08,2017,4,12,December,49,Friday
2017-12-09,2017,4,12,December,49,Saturday
2017-12-10,2017,4,12,December,49,Sunday
2017-12-11,2017,4,12,December,50,Monday
2017-12-12,2017,4,12,December,50,Tuesday
2017-12-13,2017,4,12,December,50,Wednesday
2017-12-14,2017,4,12,December,50,Thursday
2017-12-15,2017,4,12,December,50,Friday
2017-12-16,2017,4,12,December,50,Saturday
2017-12-17,2017,4,12,December,50,Sunday
2017-12-18,2017,4,12,December,51,Monday
2017-12-19,2017,4,12,December,51,Tuesday
2017-12-20,2017,4,12,December,51,Wednesday
2017-12-22,2017,4,12,December,51,Friday
2017-12-23,2017,4,12,December,51,Saturday
2017-12-24,2017,4,12,December,51,Sunday
2017-12-25,2017,4,12,December,52,Monday
2017-12-26,2017,4,12,December,52,Tuesday
2017-12-27,2017,4,12,December,52,Wednesday
2017-12-29,2017,4,12,December,52,Friday
2017-12-30,2017,4,12,December,52,Saturday
2017-12-31,2017,4,12,December,52,Sunday
2018-01-01,2018,1,1,January,1,Monday
2018-01-02,2018,1,1,January,1,Tuesday
2018-01-03,2018,1,1,January,1,Wednesday
2018-01-06,2018,1,1,January,1,Saturday
2018-01-07,2018,1,1,January,1,Sunday
2018-01-08,2018,1,1,January,2,Monday
2018-01-09,2018,1,1,January,2,Tuesday
2018-01-12,2018,1,1,January,2,Friday
2018-01-13,2018,1,1,January,2,Saturday
2018-01-14,2018,1,1,January,2,Sunday
2018-01-15,2018,1,1,January,3,Monday
2018-01-16,2018,1,1,January,3,Tuesday
2018-01-19,2018,1,1,January,3,Friday
2018-01-20,2018,1,1,January,3,Saturday
2018-01-21,2018,1,1,January,3,Sunday
2018-01-22,2018,1,1,January,4,Monday
2018-01-23,2018,1,1,January,4,Tuesday
2018-01-24,2018,1,1,January,4,Wednesday
2018-01-26,2018,1,1,January,4,Friday
2018-01-27,2018,1,1,January,4,Saturday
2018-01-28,2018,1,1,January,4,Sunday
2018-01-29,2018,1,1,January,5,Monday
2018-01-30,2018,1,1,January,5,Tuesday
2018-02-02,2018,1,2,February,5,Friday
2018-02-03,2018,1,2,February,5,Saturday
2018-02-04,2018,1,2,February,5,Sunday
2018-02-05,2018,1,2,February,6,Monday
2018-02-06,2018,1,2,February,6,Tuesday
2018-02-09,2018,1,2,February,6,Friday
2018-02-10,2018,1,2,February,6,Saturday
2018-02-11,2018,1,2,February,6,Sunday
2018-02-13,2018,1,2,February,7,Tuesday
2018-02-16,2018,1,2,February,7,Friday
2018-02-17,2018,1,2,February,7,Saturday
2018-02-18,2018,1,2,February,7,Sunday
2018-02-19,2018,1,2,February,8,Monday
2018-02-20,2018,1,2,February,8,Tuesday
2018-02-21,2018,1,2,February,8,Wednesday
2018-02-23,2018,1,2,February,8,Friday
2018-02-24,2018,1,2,February,8,Saturday
2018-02-25,2018,1,2,February,8,Sunday
2018-02-26,2018,1,2,February,9,Monday
2018-03-02,2018,1,3,March,9,Friday
2018-03-03,2018,1,3,March,9,Saturday
2018-03-04,2018,1,3,March,9,Sunday
2018-03-05,2018,1,3,March,10,Monday
2018-03-06,2018,1,3,March,10,Tuesday
2018-03-07,2018,1,3,March,10,Wednesday
2018-03-08,2018,1,3,March,10,Thursday
2018-03-09,2018,1,3,March,10,Friday
2018-03-10,2018,1,3,March,10,Saturday
2018-03-11,2018,1,3,March,10,Sunday
2018-03-12,2018,1,3,March,11,Monday
2018-03-13,2018,1,3,March,11,Tuesday
2018-03-14,2018,1,3,March,11,Wednesday
2018-03-16,2018,1,3,March,11,Friday
2018-03-17,2018,1,3,March,11,Saturday
2018-03-18,2018,1,3,March,11,Sunday
2018-03-19,2018,1,3,March,12,Monday
2018-03-20,2018,1,3,March,12,Tuesday
2018-03-21,2018,1,3,March,12,Wednesday
2018-03-23,2018,1,3,March,12,Friday
2018-03-24,2018,1,3,March,12,Saturday
2018-03-25,2018,1,3,March,12,Sunday
2018-03-26,2018,1,3,March,13,Monday
2018-03-27,2018,1,3,March,13,Tuesday
2018-03-28,2018,1,3,March,13,Wednesday
2018-03-29,2018,1,3,March,13,Thursday
2018-03-30,2018,1,3,March,13,Friday
2018-03-31,2018,1,3,March,13,Saturday
2018-04-01,2018,2,4,April,13,Sunday
2018-04-02,2018,2,4,April,14,Monday
2018-04-03,2018,2,4,April,14,Tuesday
2018-04-04,2018,2,4,April,14,Wednesday
2018-04-06,2018,2,4,April,14,Friday
2018-04-07,2018,2,4,April,14,Saturday
2018-04-08,2018,2,4,April,14,Sunday
2018-04-09,2018,2,4,April,15,Monday
2018-04-10,2018,2,4,April,15,Tuesday
2018-04-11,2018,2,4,April,15,Wednesday
2018-04-12,2018,2,4,April,15,Thursday
2018-04-13,2018,2,4,April,15,Friday
2018-04-14,2018,2,4,April,15,Saturday
2018-04-15,2018,2,4,April,15,Sunday
2018-04-16,2018,2,4,April,16,Monday
2018-04-17,2018,2,4,April,16,Tuesday
2018-04-20,2018,2,4,April,16,Friday
2018-04-21,2018,2,4,April,16,Saturday
2018-04-22,2018,2,4,April,16,Sunday
2018-04-23,2018,2,4,April,17,Monday
2018-04-24,2018,2,4,April,17,Tuesday
2018-04-25,2018,2,4,April,17,Wednesday
2018-04-26,2018,2,4,April,17,Thursday
2018-04-27,2018,2,4,April,17,Friday
2018-04-28,2018,2,4,April,17,Saturday
2018-04-29,2018,2,4,April,17,Sunday
2018-04-30,2018,2,4,April,18,Monday
2018-05-01,2018,2,5,May,18,Tuesday
2018-05-02,2018,2,5,May,18,Wednesday
2018-05-03,2018,2,5,May,18,Thursday
2018-05-04,2018,2,5,May,18,Friday
2018-05-05,2018,2,5,May,18,Saturday
2018-05-06,2018,2,5,May,18,Sunday
2018-05-07,2018,2,5,May,19,Monday
2018-05-08,2018,2,5,May,19,Tuesday
2018-05-09,2018,2,5,May,19,Wednesday
2018-05-11,2018,2,5,May,19,Friday
2018-05-12,2018,2,5,May,19,Saturday
2018-05-13,2018,2,5,May,19,Sunday
2018-05-14,2018,2,5,May,20,Monday
2018-05-15,2018,2,5,May,20,Tuesday
2018-05-16,2018,2,5,May,20,Wednesday
2018-05-18,2018,2,5,May,20,Friday
2018-05-19,2018,2,5,May,20,Saturday
2018-05-20,2018,2,5,May,20,Sunday
2018-05-21,2018,2,5,May,21,Monday
2018-05-22,2018,2,5,May,21,Tuesday
2018-05-23,2018,2,5,May,21,Wednesday
2018-05-25,2018,2,5,May,21,Friday
2018-05-26,2018,2,5,May,21,Saturday
2018-05-27,2018,2,5,May,21,Sunday
2018-05-28,2018,2,5,May,22,Monday
2018-05-29,2018,2,5,May,22,Tuesday
2018-05-30,2018,2,5,May,22,Wednesday
2018-06-01,2018,2,6,June,22,Friday
2018-06-02,2018,2,6,June,22,Saturday
2018-06-03,2018,2,6,June,22,Sunday
2018-06-04,2018,2,6,June,23,Monday
2018-06-05,2018,2,6,June,23,Tuesday
2018-06-06,2018,2,6,June,23,Wednesday
2018-06-08,2018,2,6,June,23,Friday
2018-06-09,2018,2,6,June,23,Saturday
2018-06-10,2018,2,6,June,23,Sunday
2018-06-11,2018,2,6,June,24,Monday
2018-06-12,2018,2,6,June,24,Tuesday
2018-06-13,2018,2,6,June,24,Wednesday
2018-06-15,2018,2,6,June,24,Friday
2018-06-16,2018,2,6,June,24,Saturday
2018-06-17,2018,2,6,June,24,Sunday
2018-06-18,2018,2,6,June,25,Monday
2018-06-19,2018,2,6,June,25,Tuesday
2018-06-20,2018,2,6,June,25,Wednesday
2018-06-21,2018,2,6,June,25,Thursday
2018-06-22,2018,2,6,June,25,Friday
2018-06-24,2018,2,6,June,25,Sunday
2018-06-25,2018,2,6,June,26,Monday
2018-06-26,2018,2,6,June,26,Tuesday
2018-06-27,2018,2,6,June,26,Wednesday
2018-06-29,2018,2,6,June,26,Friday
2018-06-30,2018,2,6,June,26,Saturday
2018-07-01,2018,3,7,July,26,Sunday
2018-07-02,2018,3,7,July,27,Monday
2018-07-03,2018,3,7,July,27,Tuesday
2018-07-05,2018,3,7,July,27,Thursday
2018-07-06,2018,3,7,July,27,Friday
2018-07-07,2018,3,7,July,27,Saturday
2018-07-08,2018,3,7,July,27,Sunday
2018-07-09,2018,3,7,July,28,Monday
2018-07-10,2018,3,7,July,28,Tuesday
2018-07-11,2018,3,7,July,28,Wednesday
2018-07-12,2018,3,7,July,28,Thursday
2018-07-13,2018,3,7,July,28,Friday
2018-07-14,2018,3,7,July,28,Saturday
2018-07-15,2018,3,7,July,28,Sunday
2018-07-16,2018,3,7,July,29,Monday
2018-07-17,2018,3,7,July,29,Tuesday
2018-07-18,2018,3,7,July,29,Wednesday
2018-07-20,2018,3,7,July,29,Friday
2018-07-21,2018,3,7,July,29,Saturday
2018-07-22,2018,3,7,July,29,Sunday
2018-07-23,2018,3,7,July,30,Monday
2018-07-24,2018,3,7,July,30,Tuesday
2018-07-25,2018,3,7,July,30,Wednesday
2018-07-26,2018,3,7,July,30,Thursday
2018-07-27,2018,3,7,July,30,Friday
2018-07-28,2018,3,7,July,30,Saturday
2018-07-29,2018,3,7,July,30,Sunday
2018-07-30,2018,3,7,July,31,Monday
2018-07-31,2018,3,7,July,31,Tuesday
2018-08-01,2018,3,8,August,31,Wednesday
2018-08-03,2018,3,8,August,31,Friday
2018-08-04,2018,3,8,August,31,Saturday
2018-08-05,2018,3,8,August,31,Sunday
2018-08-06,2018,3,8,August,32,Monday
2018-08-07,2018,3,8,August,32,Tuesday
2018-08-10,2018,3,8,August,32,Friday
2018-08-11,2018,3,8,August,32,Saturday
2018-08-12,2018,3,8,August,32,Sunday
2018-08-13,2018,3,8,August,33,Monday
2018-08-14,2018,3,8,August,33,Tuesday
2018-08-15,2018,3,8,August,33,Wednesday
2018-08-16,2018,3,8,August,33,Thursday
2018-08-17,2018,3,8,August,33,Friday
2018-08-18,2018,3,8,August,33,Saturday
2018-08-19,2018,3,8,August,33,Sunday
2018-08-20,2018,3,8,August,34,Monday
2018-08-21,2018,3,8,August,34,Tuesday
2018-08-22,2018,3,8,August,34,Wednesday
2018-08-23,2018,3,8,August,34,Thursday
2018-08-24,2018,3,8,August,34,Friday
2018-08-25,2018,3,8,August,34,Saturday
2018-08-26,2018,3,8,August,34,Sunday
2018-08-27,2018,3,8,August,35,Monday
2018-08-28,2018,3,8,August,35,Tuesday
2018-08-29,2018,3,8,August,35,Wednesday
2018-08-31,2018,3,8,August,35,Friday
2018-09-01,2018,3,9,September,35,Saturday
2018-09-02,2018,3,9,September,35,Sunday
2018-09-03,2018,3,9,September,36,Monday
2018-09-04,2018,3,9,September,36,Tuesday
2018-09-05,2018,3,9,September,36,Wednesday
2018-09-07,2018,3,9,September,36,Friday
2018-09-08,2018,3,9,September,36,Saturday
2018-09-09,2018,3,9,September,36,Sunday
2018-09-10,2018,3,9,September,37,Monday
2018-09-11,2018,3,9,September,37,Tuesday
2018-09-12,2018,3,9,September,37,Wednesday
2018-09-13,2018,3,9,September,37,Thursday
2018-09-14,2018,3,9,September,37,Friday
2018-09-15,2018,3,9,September,37,Saturday
2018-09-16,2018,3,9,September,37,Sunday
2018-09-17,2018,3,9,September,38,Monday
2018-09-18,2018,3,9,September,38,Tuesday
2018-09-19,2018,3,9,September,38,Wednesday
2018-09-20,2018,3,9,September,38,Thursday
2018-09-21,2018,3,9,September,38,Friday
2018-09-22,2018,3,9,September,38,Saturday
2018-09-23,2018,3,9,September,38,Sunday
2018-09-24,2018,3,9,September,39,Monday
2018-09-25,2018,3,9,September,39,Tuesday
2018-09-26,2018,3,9,September,39,Wednesday
2018-09-28,2018,3,9,September,39,Friday
2018-09-29,2018,3,9,September,39,Saturday
2018-09-30,2018,3,9,September,39,Sunday
2018-10-01,2018,4,10,October,40,Monday
2018-10-02,2018,4,10,October,40,Tuesday
2018-10-03,2018,4,10,October,40,Wednesday
2018-10-04,2018,4,10,October,40,Thursday
2018-10-05,2018,4,10,October,40,Friday
2018-10-06,2018,4,10,October,40,Saturday
2018-10-07,2018,4,10,October,40,Sunday
2018-10-08,2018,4,10,October,41,Monday
2018-10-09,2018,4,10,October,41,Tuesday
2018-10-10,2018,4,10,October,41,Wednesday
2018-10-12,2018,4,10,October,41,Friday
2018-10-13,2018,4,10,October,41,Saturday
2018-10-14,2018,4,10,October,41,Sunday
2018-10-15,2018,4,10,October,42,Monday
2018-10-16,2018,4,10,October,42,Tuesday
2018-10-17,2018,4,10,October,42,Wednesday
2018-10-19,2018,4,10,October,42,Friday
2018-10-20,2018,4,10,October,42,Saturday
2018-10-21,2018,4,10,October,42,Sunday
2018-10-22,2018,4,10,October,43,Monday
2018-10-23,2018,4,10,October,43,Tuesday
2018-10-24,2018,4,10,October,43,Wednesday
2018-10-26,2018,4,10,October,43,Friday
2018-10-27,2018,4,10,October,43,Saturday
2018-10-28,2018,4,10,October,43,Sunday
2018-10-29,2018,4,10,October,44,Monday
2018-10-30,2018,4,10,October,44,Tuesday
2018-10-31,2018,4,10,October,44,Wednesday
2018-11-01,2018,4,11,November,44,Thursday
2018-11-02,2018,4,11,November,44,Friday
2018-11-03,2018,4,11,November,44,Saturday
2018-11-04,2018,4,11,November,44,Sunday
2018-11-05,2018,4,11,November,45,Monday
2018-11-06,2018,4,11,November,45,Tuesday
2018-11-07,2018,4,11,November,45,Wednesday
2018-11-08,2018,4,11,November,45,Thursday
2018-11-09,2018,4,11,November,45,Friday
2018-11-10,2018,4,11,November,45,Saturday
2018-11-11,2018,4,11,November,45,Sunday
2018-11-12,2018,4,11,November,46,Monday
2018-11-13,2018,4,11,November,46,Tuesday
2018-11-14,2018,4,11,November,46,Wednesday
2018-11-15,2018,4,11,November,46,Thursday
2018-11-16,2018,4,11,November,46,Friday
2018-11-17,2018,4,11,November,46,Saturday
2018-11-18,2018,4,11,November,46,Sunday
2018-11-19,2018,4,11,November,47,Monday
2018-11-20,2018,4,11,November,47,Tuesday
2018-11-21,2018,4,11,November,47,Wednesday
2018-11-22,2018,4,11,November,47,Thursday
2018-11-23,2018,4,11,November,47,Friday
2018-11-24,2018,4,11,November,47,Saturday
2018-11-25,2018,4,11,November,47,Sunday
2018-11-26,2018,4,11,November,48,Monday
2018-11-27,2018,4,11,November,48,Tuesday
2018-11-28,2018,4,11,November,48,Wednesday
2018-11-29,2018,4,11,November,48,Thursday
2018-11-30,2018,4,11,November,48,Friday
2018-12-01,2018,4,12,December,48,Saturday
2018-12-02,2018,4,12,December,48,Sunday
2018-12-03,2018,4,12,December,49,Monday
2018-12-04,2018,4,12,December,49,Tuesday
2018-12-05,2018,4,12,December,49,Wednesday
2018-12-06,2018,4,12,December,49,Thursday
2018-12-07,2018,4,12,December,49,Friday
2018-12-08,2018,4,12,December,49,Saturday
2018-12-09,2018,4,12,December,49,Sunday
2018-12-10,2018,4,12,December,50,Monday
2018-12-11,2018,4,12,December,50,Tuesday
2018-12-13,2018,4,12,December,50,Thursday
2018-12-14,2018,4,12,December,50,Friday
2018-12-15,2018,4,12,December,50,Saturday
2018-12-16,2018,4,12,December,50,Sunday
2018-12-17,2018,4,12,December,51,Monday
2018-12-18,2018,4,12,December,51,Tuesday
2018-12-19,2018,4,12,December,51,Wednesday
2018-12-20,2018,4,12,December,51,Thursday
2018-12-21,2018,4,12,December,51,Friday
2018-12-22,2018,4,12,December,51,Saturday
2018-12-23,2018,4,12,December,51,Sunday
2018-12-24,2018,4,12,December,52,Monday
2018-12-25,2018,4,12,December,52,Tuesday
2018-12-26,2018,4,12,December,52,Wednesday
2018-12-27,2018,4,12,December,52,Thursday
2018-12-28,2018,4,12,December,52,Friday
2018-12-29,2018,4,12,December,52,Saturday
2018-12-30,2018,4,12,December,52,Sunday
